application_id,annual_income,credit_score,loan_amount,years_in_business,num_employees,previous_loans,debt_to_income_ratio,monthly_revenue,loan_purpose,industry,has_collateral,education_level,geographic_region,default,loan_to_income,rev_to_loan_ratio,rev_per_employee,credit_tier,default_probability,decision_tier
3539,37132.49987508747,798.9156034233043,22173.64690191015,3.3059436380813207,5,0,0.1419867325048367,8772.620518376014,working_capital,food,yes,bachelors,southeast,0,0.5971493160035435,4.74759279275091,21054.289244102434,Elite,0.08,🟢 Low Risk (Auto-Approve)
3540,72183.5752051891,790.5137542829763,23220.591860061937,4.3730581793414,14,2,0.1706902993869013,3913.1385419445046,equipment,food,yes,phd,southeast,0,0.32168802659129947,2.0222422747155937,3354.1187502381467,Elite,0.07,🟢 Low Risk (Auto-Approve)
3541,46881.50566096773,618.6767837921589,48888.94635506427,2.615401616306232,8,2,0.1409289354269756,18688.860221356543,business_expansion,healthcare,yes,bachelors,midwest,0,1.0428194586712662,4.587260298626734,28033.290332034812,Subprime,0.23,🟡 Medium Risk (Manual Review)
3542,62832.68161097681,634.2834376605941,27853.336827409013,0.1979555375849545,9,1,0.2546063277886095,7061.563420443805,equipment,retail,yes,high_school,southeast,0,0.443293778226124,3.0423199048071927,9415.417893925074,Subprime,0.13,🟢 Low Risk (Auto-Approve)
3543,69025.75941552069,647.3281938371052,4959.42486509227,0.1162515922800877,10,3,0.4455206661811517,19536.35904582884,working_capital,technology,no,phd,southeast,0,0.07184889970188615,47.27086606353586,23443.63085499461,Subprime,0.16,🟢 Low Risk (Auto-Approve)
3544,46288.30648464078,774.715700640221,21665.56791900324,0.734507089425354,5,0,0.1655854254056445,2034.4412674110183,real_estate,services,yes,high_school,northeast,0,0.4680570443032352,1.1268246140697242,4882.6590417864445,Elite,0.06,🟢 Low Risk (Auto-Approve)
3545,65490.15691374204,789.7237989740458,28924.56013972177,1.012586934508549,8,3,0.4860415866640697,6954.529791348184,real_estate,services,no,phd,northeast,1,0.4416627093720159,2.8852420604858664,10431.794687022275,Elite,0.61,🔴 High Risk (Auto-Reject)
3546,28012.52696904865,786.2780470243679,15060.136556961676,1.5566736544019744,7,2,0.2894428031185013,5995.541772036058,real_estate,retail,yes,bachelors,northeast,0,0.5376214924702004,4.777280803019998,10278.071609204673,Elite,0.2,🟡 Medium Risk (Manual Review)
3547,71550.94460142558,714.390890473722,51173.93558151381,0.2372207836966903,5,1,0.4380877674622285,14242.555039652443,working_capital,retail,no,masters,northeast,0,0.7152097832750935,3.3397990311608843,34182.13209516586,Average,0.37,🔴 High Risk (Auto-Reject)
3548,41642.16434263607,805.6444543398119,51095.56044059656,3.8746850362034095,12,1,0.2911953930665254,9805.753066677247,working_capital,services,no,bachelors,northeast,0,1.2270150038354626,2.302920954099885,9805.753066677247,Elite,0.28,🟡 Medium Risk (Manual Review)
3549,119318.72898391535,675.352509095927,26749.600952803277,3.729161432336272,6,2,0.0189619847115431,15881.404885708223,equipment,manufacturing,no,bachelors,southwest,0,0.2241861037290234,7.124474827297444,31762.809771416447,Average,0.06,🟢 Low Risk (Auto-Approve)
3550,55523.37744561096,636.7496957342794,58517.16572503293,1.2770536216551942,8,1,0.3563201142223973,13761.528282302726,business_expansion,technology,no,bachelors,southwest,1,1.0539194194797425,2.82204951900103,20642.29242345409,Subprime,0.71,🔴 High Risk (Auto-Reject)
3551,31563.66395198548,714.380598652101,2568.8814457153767,2.483483581469949,5,3,0.3780206703815331,27010.861888177944,real_estate,healthcare,no,masters,southeast,0,0.08138730185516957,126.17567198313124,64826.06853162707,Average,0.14,🟢 Low Risk (Auto-Approve)
3552,72451.96939259798,732.6934767469329,33503.00686323309,0.3191362495433688,11,1,0.431124671056579,7468.020865859782,business_expansion,retail,yes,bachelors,southeast,0,0.4624167865153422,2.6748718631778736,8146.931853665216,Average,0.13,🟢 Low Risk (Auto-Approve)
3553,122825.19170417308,755.9731577888924,34983.780602700506,1.6095517499635852,6,1,0.588610727068015,6330.932388117121,equipment,services,yes,masters,southwest,0,0.2848257765146391,2.1716117397426453,12661.864776234243,Elite,0.07,🟢 Low Risk (Auto-Approve)
3554,34019.1607614102,766.7428500088141,19215.562797110197,5.846603463055235,12,4,0.2869655416985176,10633.854005526826,working_capital,retail,no,masters,midwest,0,0.5648452920951378,6.640775990465002,10633.854005526826,Elite,0.09,🟢 Low Risk (Auto-Approve)
3555,29390.12247744093,697.3394314276645,2874.496075799924,3.241926339521186,10,2,0.2655178224602549,12408.98305593648,equipment,technology,yes,bachelors,southwest,0,0.09780483487288322,51.803096175665935,14890.779667123777,Average,0.02,🟢 Low Risk (Auto-Approve)
3556,1700.6256062247344,762.4253436312208,20600.512973301586,0.3292563528358679,13,2,0.2677421879235498,5223.280287038248,equipment,retail,no,bachelors,southeast,1,12.11349099878205,3.0426117798955734,4821.489495727614,Elite,0.99,🔴 High Risk (Auto-Reject)
3557,55420.79019819214,767.9798656413285,16723.279295422464,5.643307482004244,9,1,0.2854500137393003,12375.58471051973,equipment,retail,yes,masters,northeast,0,0.30175100780082326,8.880256910311033,16500.779614026305,Elite,0.01,🟢 Low Risk (Auto-Approve)
3558,38399.42457265813,776.9458711061769,65902.41068239258,3.4248371113010743,6,2,0.3663318846955151,11075.726147902807,equipment,manufacturing,no,masters,southeast,1,1.716234329441427,2.016750410168887,22151.452295805615,Elite,0.91,🔴 High Risk (Auto-Reject)
3559,72236.34478823554,714.8889927246817,42405.4096434024,1.8102281882701592,9,0,0.1005054101100342,17280.026480215292,equipment,retail,no,high_school,midwest,0,0.5870370347186861,4.889949643366914,23040.035306953723,Average,0.11,🟢 Low Risk (Auto-Approve)
3560,73355.84613257284,733.8339291487727,26048.422792761285,3.533853362738447,5,1,0.4796844318013941,22185.274791283187,equipment,technology,yes,masters,southwest,0,0.3550967532387957,10.220323111823118,53244.65949907965,Average,0.01,🟢 Low Risk (Auto-Approve)
3561,13281.40803046597,815.1763751047627,23285.94215102893,0.5691997867996741,5,1,0.5178821122436709,8222.301737365311,business_expansion,services,yes,bachelors,northeast,0,1.7532736060524419,4.237218327196778,19733.524169676744,Elite,0.39,🔴 High Risk (Auto-Reject)
3562,93685.99436783724,588.9654452039783,68901.52566090148,2.398767978055637,4,2,0.3416269553247247,17649.56426674258,equipment,services,no,bachelors,southwest,1,0.7354517196068278,3.0738763644111144,52948.692800227735,Subprime,0.68,🔴 High Risk (Auto-Reject)
3563,25812.55156632648,765.7582860569751,3645.5362129681625,2.8864307954650794,3,2,0.6234504131038966,9177.801174404683,real_estate,healthcare,yes,bachelors,southwest,0,0.14123114499551886,30.21053904253674,36711.204697618734,Elite,0.08,🟢 Low Risk (Auto-Approve)
3564,34178.40922085916,719.9396026670486,3847.217325116755,7.882653899370262,15,2,0.3895694244777191,9797.5752665019,equipment,technology,no,high_school,southeast,0,0.1125627965964194,30.559984857225285,7838.06021320152,Average,0.06,🟢 Low Risk (Auto-Approve)
3565,64173.37584159748,621.4161587450553,90735.33077722804,0.2077020578303605,8,1,0.1860968460997963,,real_estate,retail,yes,masters,northeast,0,1.4139092666902053,,,Subprime,0.16,🟢 Low Risk (Auto-Approve)
3566,18383.242356450093,673.0134359271161,20407.304435028804,1.4089680974455474,9,1,0.1561821552647913,9740.275807425656,equipment,technology,no,masters,northeast,1,1.110103649798673,5.727523204313039,12987.034409900874,Average,0.81,🔴 High Risk (Auto-Reject)
3567,29650.35274645948,735.7934890246049,8203.951612874122,8.285051270976076,13,1,0.2658223970351763,4251.813874107066,business_expansion,food,yes,high_school,midwest,1,0.27668984861752605,6.219169602270503,3924.7512684065227,Average,0.65,🔴 High Risk (Auto-Reject)
3568,16771.614162433798,800.473066549755,4044.5257847306375,0.7347148230675166,4,2,0.5146075239523218,2915.5366094943047,business_expansion,manufacturing,yes,bachelors,southeast,0,0.2411530426087336,8.650319265120404,8746.609828482913,Elite,0.15,🟢 Low Risk (Auto-Approve)
3569,99343.83925431078,711.6658857564705,70435.23157693206,5.0331555324147335,11,0,0.0537025699400317,19693.367503692647,real_estate,manufacturing,no,bachelors,southeast,0,0.7090045251485053,3.355144928943601,21483.67364039198,Average,0.03,🟢 Low Risk (Auto-Approve)
3570,36655.392979854514,801.9003439137966,11152.54717042945,0.0048204756358922,13,0,0.3482497193458631,3194.9086095768107,business_expansion,services,no,bachelors,west,1,0.30425392456053585,3.437681341225425,2949.146408840133,Elite,0.64,🔴 High Risk (Auto-Reject)
3571,15188.500846424544,658.0898760947741,9529.198559801553,0.0786748728757451,10,1,0.0882461593082403,26174.526037270152,business_expansion,healthcare,no,high_school,southeast,0,0.6273955972451869,32.961251722913296,31409.431244724186,Average,0.23,🟡 Medium Risk (Manual Review)
3572,16294.244893906634,602.9530405265326,32514.945044885266,1.1908077396121155,13,3,0.3235522229014933,11652.85085687148,real_estate,healthcare,yes,high_school,southwest,1,1.995486458967147,4.300613459116218,10756.477714035213,Subprime,0.89,🔴 High Risk (Auto-Reject)
3573,88339.32898058857,645.4093682341525,44750.46217931485,4.389574305266218,12,0,0.4155648552533432,7239.880932406454,business_expansion,healthcare,yes,phd,southeast,0,0.5065746219234718,1.9414005343845504,7239.880932406454,Subprime,0.03,🟢 Low Risk (Auto-Approve)
3574,23782.672468446035,839.875224533205,31465.94337296478,0.3299250022268194,7,2,0.4644561429564856,2408.2949482976014,equipment,technology,no,phd,southwest,0,1.3230617128799391,0.9184386762864833,4128.505625653031,Elite,0.32,🔴 High Risk (Auto-Reject)
3575,33529.879101716746,650.7374247095643,31504.756487746225,1.4479472303050136,5,0,0.3159302606105568,4321.543536464878,real_estate,food,no,bachelors,west,0,0.9396024480784115,1.6460537461303315,10371.704487515708,Average,0.22,🟡 Medium Risk (Manual Review)
3576,51469.43240385501,729.2760938190709,12449.943934351782,0.4228531293426658,8,0,0.3564191488573489,8604.991954187419,working_capital,food,no,bachelors,midwest,1,0.24189005693055388,8.294005498718365,12907.487931281128,Average,0.57,🔴 High Risk (Auto-Reject)
3577,38775.55814343292,712.0833746836547,32670.539563257626,0.7592374355658591,8,1,0.2307234135346925,5023.968202205411,real_estate,services,yes,phd,northeast,0,0.8425549786390567,1.845320561961774,7535.952303308117,Average,0.18,🟢 Low Risk (Auto-Approve)
3578,7342.272469116822,754.7564620081182,62110.828251815794,2.0974607012875057,10,0,0.2821118371487061,10901.599378793828,business_expansion,technology,yes,bachelors,southeast,1,8.459346682252301,2.1062219942575227,13081.919254552593,Elite,0.95,🔴 High Risk (Auto-Reject)
3579,77851.59633901398,749.9927682401765,34566.876739468484,1.1531901788250445,13,2,0.1029482141491125,2744.598348031136,business_expansion,retail,no,bachelors,southwest,0,0.4440098644726941,0.9527959504298581,2533.475398182587,Average,0.12,🟢 Low Risk (Auto-Approve)
3580,41131.81390318106,688.4904021139107,13678.370136511545,0.7144390197391011,8,4,0.4301545750761961,3358.2235000417345,working_capital,services,yes,high_school,southwest,0,0.3325496456030033,2.9461610994815763,5037.3352500626015,Average,0.04,🟢 Low Risk (Auto-Approve)
3581,62305.05420251499,573.779916519589,46140.838093657854,1.5001367190378274,6,0,0.1742378547837308,4049.545008371746,real_estate,services,yes,bachelors,midwest,0,0.7405633248256663,1.053178531387369,8099.090016743492,Subprime,0.12,🟢 Low Risk (Auto-Approve)
3582,81940.41805035103,818.7121500232893,14374.236299063276,3.622486648475446,11,1,0.1978452981115088,8414.097433393858,working_capital,healthcare,yes,bachelors,midwest,0,0.1754230285990309,7.024315386223764,9179.015381884208,Elite,0.02,🟢 Low Risk (Auto-Approve)
3583,5408.02075815154,790.9523014467866,26682.26107688233,0.3815170426065082,9,3,0.2836763279984449,5706.43342399788,working_capital,services,no,masters,southeast,1,4.933831113104366,2.5663942381293774,7608.577898663841,Elite,0.99,🔴 High Risk (Auto-Reject)
3584,82475.76225312054,809.6182452899038,27662.88308799196,1.9594405758384443,6,0,0.0737933149765805,5113.623059289678,business_expansion,services,no,phd,west,0,0.33540621307741003,2.2182603496637374,10227.246118579356,Elite,0.1,🟢 Low Risk (Auto-Approve)
3585,222607.89214968536,666.9330516033007,91604.2937342639,0.963591270099097,9,3,0.2785717058263939,2753.352945838622,working_capital,manufacturing,yes,masters,northeast,0,0.4115051485805706,0.36068435226311896,3671.1372611181628,Average,0.16,🟢 Low Risk (Auto-Approve)
3586,67253.99643322644,652.8398011508041,35478.39758312101,1.427441621209001,4,3,0.2640045589497483,2780.5396557415784,working_capital,services,no,bachelors,midwest,1,0.5275284661833586,0.9404730242036966,8341.618967224735,Average,0.6,🔴 High Risk (Auto-Reject)
3587,120596.2262686697,798.6223385364312,10836.171979012908,5.170427553263057,8,3,0.4108015555297481,3691.475208909245,equipment,retail,yes,high_school,west,0,0.08985498397662624,4.087947532828481,5537.212813363867,Elite,0.05,🟢 Low Risk (Auto-Approve)
3588,97037.16566954854,699.436238030568,9865.896646428886,7.9662300748661,6,2,0.5772988995885113,14573.414256188784,equipment,manufacturing,yes,bachelors,northeast,0,0.10167131921418976,17.72580611186174,29146.828512377568,Average,0.08,🟢 Low Risk (Auto-Approve)
3589,80353.38560675681,648.6136316243146,27571.087554990954,0.8350885156435751,14,1,0.1916498412026538,5770.626127566264,working_capital,services,no,masters,midwest,0,0.3431229107124584,2.5115989129075866,4946.25096648537,Subprime,0.03,🟢 Low Risk (Auto-Approve)
3590,99422.93745739153,676.9971263669735,67656.32195487393,2.9825213441070315,12,0,0.1214748970934471,9465.594115397167,business_expansion,retail,no,bachelors,midwest,0,0.6804900728654147,1.6788841914954742,9465.594115397167,Average,0.07,🟢 Low Risk (Auto-Approve)
3591,111163.94793737786,792.7365459907601,2826.99014496067,3.387312963069029,3,2,0.3649468174403616,11270.563439308544,real_estate,services,no,masters,southwest,0,0.02543081815116176,47.84125672061164,45082.253757234175,Elite,0.03,🟢 Low Risk (Auto-Approve)
3592,114185.07473777563,733.2370621907714,27907.830427572422,5.544722787953319,7,1,0.2569960770303807,1948.7465759104496,working_capital,technology,yes,bachelors,southwest,0,0.24440874161235476,0.837935394928496,3340.708415846485,Average,0.01,🟢 Low Risk (Auto-Approve)
3593,16250.245914230358,662.0440133797155,61858.80986141331,6.879165992332014,9,0,0.3930963324954636,15460.72916905822,equipment,retail,yes,bachelors,southwest,1,3.8066383849147467,2.9992292196431176,20614.305558744294,Average,0.95,🔴 High Risk (Auto-Reject)
3594,103652.85144470104,703.6477626545809,40984.96873889239,1.893289114770682,6,3,0.0390753062176455,11071.79161041008,equipment,retail,no,bachelors,southeast,0,0.395406090306719,3.241712837976207,22143.58322082016,Average,0.06,🟢 Low Risk (Auto-Approve)
3595,40657.02660620859,786.3718008255908,78700.32620584322,12.149659059192688,9,5,0.533599589539569,5932.393403722064,real_estate,services,no,high_school,midwest,1,1.9357127851013378,0.9045543300350293,7909.857871629419,Elite,0.82,🔴 High Risk (Auto-Reject)
3596,116982.12557364404,743.2273247593774,21320.016631941817,10.60373792635523,2,3,0.5160881165776416,8389.620872152564,real_estate,retail,no,bachelors,west,0,0.18225020726367444,4.722109377485101,50337.725232915385,Average,0.16,🟢 Low Risk (Auto-Approve)
3597,71549.33366857412,765.7143721525752,9958.417524408216,2.118502560494817,5,2,0.1429982486513891,8212.81076967774,business_expansion,services,no,bachelors,northeast,0,0.13918253341864661,9.896525125058913,19710.74584722658,Elite,0.06,🟢 Low Risk (Auto-Approve)
3598,16012.320247220754,767.1771181837065,21060.729245497623,2.342868689232368,10,2,0.3179653611665706,6118.216680471588,business_expansion,food,no,high_school,midwest,1,1.3152827897726513,3.4860426393523163,7341.860016565905,Elite,0.82,🔴 High Risk (Auto-Reject)
3599,127959.73457124976,818.9097735159504,11299.732365088934,3.305601295416348,11,2,0.1991784157840748,11070.257945698128,working_capital,retail,yes,bachelors,southeast,0,0.08830693813917756,11.756304579283901,12076.645031670685,Elite,0.04,🟢 Low Risk (Auto-Approve)
3600,25923.80617167849,755.928748016712,88513.83311357864,1.4043337550215214,12,3,0.3366280656977753,2032.445289305676,business_expansion,technology,no,high_school,southwest,1,3.414384158229016,0.275542732855918,2032.445289305676,Elite,0.9,🔴 High Risk (Auto-Reject)
3601,39059.91229395765,664.4896752010449,29418.718367786547,3.254517944254167,11,2,0.4258174259320634,15511.77445222744,business_expansion,retail,yes,bachelors,midwest,1,0.753169084108196,6.327308045837705,16921.935766066297,Average,0.63,🔴 High Risk (Auto-Reject)
3602,148356.25452030238,725.4659162511796,34254.713734463745,2.1664021719322704,6,1,0.300427202180321,13723.72841455207,real_estate,healthcare,no,masters,southwest,0,0.23089497537682868,4.807651941021336,27447.45682910414,Average,0.09,🟢 Low Risk (Auto-Approve)
3603,55800.62896336684,757.6182421261228,10185.368613096674,0.1082396613710161,14,0,0.3909069207910821,17823.73624484611,equipment,food,yes,bachelors,west,0,0.182531430242182,20.999223794721907,15277.488209868096,Elite,0.1,🟢 Low Risk (Auto-Approve)
3604,37691.73654843765,651.6628108172192,15736.770480736075,5.746441266120867,13,3,0.291521682660215,5935.666056236389,working_capital,healthcare,yes,masters,west,0,0.4175124820930644,4.5262141150262885,5479.07635960282,Average,0.05,🟢 Low Risk (Auto-Approve)
3605,47153.88482120655,694.8520986569429,50354.20454548812,8.462605428385343,6,1,0.1528052045736569,20018.094452789228,business_expansion,healthcare,yes,masters,southwest,0,1.0678696937996992,4.770547675248598,40036.188905578456,Average,0.09,🟢 Low Risk (Auto-Approve)
3606,37039.12675927472,766.5071131779389,24906.12480906281,0.0797375897460819,12,0,0.2689029995914956,,business_expansion,technology,yes,bachelors,northeast,1,0.6724274298077569,,,Elite,0.58,🔴 High Risk (Auto-Reject)
3607,88222.41880968683,825.693876226991,18722.08018852477,4.67141629026771,7,2,0.4351410734916975,12001.896081152998,business_expansion,services,no,high_school,midwest,0,0.2122145418491868,7.6926683105497595,20574.678996262282,Elite,0.03,🟢 Low Risk (Auto-Approve)
3608,37976.232729472,696.6870430941709,28511.19100248747,1.4623687853986571,9,1,0.430847041857624,11600.286830606388,business_expansion,services,yes,high_school,west,1,0.7507640688214171,4.882414135387462,15467.049107475184,Average,0.75,🔴 High Risk (Auto-Reject)
3609,48416.04379356716,833.406937098134,19028.01860133344,2.6430009855086203,7,0,0.5283644582261897,5165.378348384306,business_expansion,healthcare,yes,bachelors,southwest,0,0.39301060372598257,3.257540444924094,8854.934311515954,Elite,0.05,🟢 Low Risk (Auto-Approve)
3610,75940.39078179994,737.3958988130142,1786.4085365990177,2.079411223597329,12,1,0.3366317384729284,23731.245920442107,working_capital,retail,no,bachelors,southeast,0,0.023523825966762772,159.41199631046473,23731.245920442107,Average,0.09,🟢 Low Risk (Auto-Approve)
3611,70017.54860221241,840.3919505908424,7315.34789143024,2.4042735101208943,10,3,0.1326861130465346,7509.519655454783,real_estate,manufacturing,yes,bachelors,northeast,0,0.10447877764173953,12.318516795492956,9011.42358654574,Elite,0.03,🟢 Low Risk (Auto-Approve)
3612,27867.973529993047,721.0590285960571,27151.779437349946,2.050697514262968,11,1,0.156584501579386,13546.6775459037,real_estate,services,yes,bachelors,southwest,1,0.9743004602802463,5.987089388595538,14778.1936864404,Average,0.54,🔴 High Risk (Auto-Reject)
3613,88973.97388955527,,50602.06738293174,5.759638516810071,13,1,0.1576870420692848,11839.286087200277,equipment,food,yes,masters,southwest,0,0.5687288672274529,2.8076211189411704,10928.571772800255,Subprime,0.09,🟢 Low Risk (Auto-Approve)
3614,32541.85282926893,774.7448100945194,16987.41808525016,3.451359474903718,10,0,0.2156634266482652,15457.59245666357,business_expansion,retail,yes,high_school,southeast,0,0.5220175438188714,10.919323263199198,18549.110947996283,Elite,0.03,🟢 Low Risk (Auto-Approve)
3615,19917.935195422557,703.0896766370998,69004.62940939027,1.596338060159157,8,0,0.2640320011138429,4586.135075413586,working_capital,services,no,high_school,northeast,1,3.464446928477234,0.7975351998263751,6879.202613120378,Average,0.98,🔴 High Risk (Auto-Reject)
3616,8223.828145566875,819.3775721537944,49573.55157772656,3.499728387604638,10,3,0.200011090230604,4182.926952550677,equipment,retail,yes,bachelors,southwest,1,6.028038366104429,1.0125383764749434,5019.512343060813,Elite,0.9,🔴 High Risk (Auto-Reject)
3617,43435.99011221892,770.243017549054,54745.47742489801,10.061323233647231,7,4,0.12830887458918,9861.452693810355,working_capital,food,no,high_school,west,0,1.2603713483556034,2.161592845510649,16905.347475103466,Elite,0.29,🔴 High Risk (Auto-Reject)
3618,10383.794280005644,766.8925797153697,6035.182620927736,0.2511501976082242,15,0,0.0684742890942677,9595.454305149353,working_capital,services,no,bachelors,west,0,0.5812116898876444,19.07903354283121,7676.363444119483,Elite,0.07,🟢 Low Risk (Auto-Approve)
3619,24541.76443331084,786.6943269650255,47888.06539838431,1.4735100588808567,14,4,0.2842835283374078,4760.045428075647,real_estate,services,no,high_school,southeast,1,1.951288609607272,1.1927929153478594,4080.0389383505544,Elite,0.97,🔴 High Risk (Auto-Reject)
3620,49374.30957789892,770.3047859026619,16069.601577539404,6.1311584942289175,8,0,0.4563540171910272,4263.105689470334,business_expansion,retail,no,high_school,southeast,0,0.32546483616517297,3.183480811692736,6394.658534205501,Elite,0.04,🟢 Low Risk (Auto-Approve)
3621,109519.05856015136,782.0776046022086,71912.85671061647,4.030338139468978,6,1,0.2229681903678077,8524.84932228307,business_expansion,retail,yes,bachelors,southeast,0,0.6566241315078474,1.4225299417467667,17049.69864456614,Elite,0.07,🟢 Low Risk (Auto-Approve)
3622,39904.02111988545,797.2798903574406,21303.83058178376,8.196823795772364,7,2,0.4032107813022679,5208.737509893273,equipment,food,no,bachelors,southeast,0,0.5338767869478542,2.93397236139144,8929.264302674183,Elite,0.14,🟢 Low Risk (Auto-Approve)
3623,12971.368261993575,680.1057563373354,15474.878493034916,0.1218719412016575,5,0,0.4952649930885989,1919.22925576259,equipment,technology,no,bachelors,southwest,1,1.1930027874065288,1.4882670051023008,4606.150213830216,Average,0.81,🔴 High Risk (Auto-Reject)
3624,45927.64694507812,800.1483856993145,15956.96799246638,5.958413412220575,7,3,0.1596290655927726,9986.067211969896,real_estate,technology,no,high_school,northeast,0,0.3474370897239364,7.509747879435137,17118.972363376964,Elite,0.02,🟢 Low Risk (Auto-Approve)
3625,106622.91428917836,685.1176681472912,42722.748237091946,4.707750644462961,12,1,0.2925520500742101,20931.71549213308,business_expansion,healthcare,yes,bachelors,southeast,1,0.4006901192104076,5.879317138299676,20931.71549213308,Average,0.06,🟢 Low Risk (Auto-Approve)
3626,39162.78481960483,638.3812518659008,5542.549350577745,5.062831121665271,10,0,0.3001327119706576,8656.579759818998,working_capital,technology,yes,masters,midwest,0,0.1415259250870013,18.74208970408172,10387.8957117828,Subprime,0.05,🟢 Low Risk (Auto-Approve)
3627,122353.32095058082,771.4643777778119,30296.416897005503,2.7284125813023725,12,2,0.2524161976447119,27418.20401198764,equipment,services,yes,bachelors,southeast,0,0.2476141772174896,10.859978896592615,27418.204011987644,Elite,0.06,🟢 Low Risk (Auto-Approve)
3628,49158.259999149246,505.24068013646735,23890.800903806787,0.1599397945824802,12,0,0.4425406741381181,16611.47820770186,business_expansion,food,yes,bachelors,southeast,1,0.48599769203019494,8.343702636635326,16611.47820770186,Subprime,0.59,🔴 High Risk (Auto-Reject)
3629,82697.16667397057,836.1203117803711,12403.614178938087,2.3239173517566742,3,0,0.0913577580328622,15164.71042344702,business_expansion,services,no,high_school,northeast,0,0.1499883814380088,14.67125004503678,60658.84169378809,Elite,0.05,🟢 Low Risk (Auto-Approve)
3630,58944.07110083899,682.9178419339914,54059.75415266135,1.5714850671760754,10,3,0.2059962015663308,8603.461624677093,business_expansion,healthcare,no,bachelors,southwest,0,0.9171364166580595,1.9097670922545724,10324.153949612511,Average,0.11,🟢 Low Risk (Auto-Approve)
3631,118371.85161784846,709.9795307651191,40295.78665075878,2.246244499132864,6,2,0.0991195614950839,7505.47151007778,equipment,services,no,bachelors,southeast,0,0.3404169665339835,2.2351135343634594,15010.94302015556,Average,0.09,🟢 Low Risk (Auto-Approve)
3632,187393.498657764,778.9901064830042,13113.259455731755,4.044637969418018,5,1,0.2441578526238171,2771.1980123376247,working_capital,services,no,masters,southwest,0,0.06997713127540486,2.535935192948244,6650.875229610299,Elite,0.14,🟢 Low Risk (Auto-Approve)
3633,33923.66471138701,740.8735857144459,8773.920450448106,2.718728899321696,5,0,0.2236992206242421,6397.041601992531,equipment,manufacturing,yes,high_school,southeast,0,0.2586371645013636,8.749167451135234,15352.899844782072,Average,0.05,🟢 Low Risk (Auto-Approve)
3634,56404.07394043041,748.6697011422491,22509.57969611157,1.0383196310285958,7,1,0.2233010387825113,24658.117962211767,working_capital,retail,yes,bachelors,midwest,0,0.3990771964430164,13.145399405110002,42271.0593637916,Average,0.07,🟢 Low Risk (Auto-Approve)
3635,109465.03894977484,815.5432581800366,41066.846331463086,2.745179542198241,11,2,0.4007485965103176,18360.33810843556,real_estate,services,yes,high_school,southwest,0,0.3751594730652362,5.365010391178417,20029.459754656975,Elite,0.06,🟢 Low Risk (Auto-Approve)
3636,60485.08942830336,585.9862660299607,35094.39102365279,0.2603963761183144,5,1,0.2626955792675138,3618.552553998032,real_estate,manufacturing,no,bachelors,midwest,0,0.5802155763570838,1.2373097062351235,8684.526129595277,Subprime,0.14,🟢 Low Risk (Auto-Approve)
3637,7743.99088336792,770.6178734418074,41752.50607371231,0.0161413195766814,12,0,0.2975056053061602,12034.158258425869,business_expansion,healthcare,no,masters,west,1,5.39160062331502,3.458712127271133,12034.158258425867,Elite,0.9,🔴 High Risk (Auto-Reject)
3638,39657.80538246295,708.198502705585,3401.660262988978,1.5401267529238405,11,1,0.2791774843478605,2806.606510436587,business_expansion,services,yes,masters,southeast,0,0.08577530274767105,9.900835333757188,3061.752556839913,Average,0.05,🟢 Low Risk (Auto-Approve)
3639,60103.40914124933,788.8365450482272,11569.644472549311,4.246383143827696,10,0,0.3330789750153159,13109.744494430606,working_capital,retail,no,high_school,southwest,0,0.19249564438781552,13.59738705077973,15731.693393316727,Elite,0.02,🟢 Low Risk (Auto-Approve)
3640,140643.21260442934,823.8683903583153,32832.45488919077,5.188623561229637,7,1,0.0472227462612549,3242.9612622960785,working_capital,healthcare,no,bachelors,southeast,0,0.23344500087277417,1.1852764369552176,5559.362163936135,Elite,0.09,🟢 Low Risk (Auto-Approve)
3641,54118.172240754495,817.4643395090671,13111.890897483398,2.394452035251937,12,3,0.0872916102819659,8440.607466404615,business_expansion,technology,yes,bachelors,southeast,0,0.24228258927801138,7.724842312125685,8440.607466404615,Elite,0.02,🟢 Low Risk (Auto-Approve)
3642,23074.95171341054,725.0297542659287,54774.70099720795,6.075016579522197,7,2,0.1120050377071127,5649.375862714437,real_estate,technology,yes,bachelors,northeast,1,2.3737731579032673,1.2376609843297703,9684.644336081892,Average,0.7,🔴 High Risk (Auto-Reject)
3643,61166.702614415655,648.0633346846632,20886.57662120529,0.4037324492601808,11,1,0.2484994880031771,7548.554407100189,business_expansion,retail,yes,masters,southeast,0,0.34146971683058785,4.3368836611183745,8234.786625927478,Subprime,0.04,🟢 Low Risk (Auto-Approve)
3644,131259.86941385735,749.6283743402861,9139.940979355157,9.981543291351738,9,3,0.3148917215763219,15492.486134161636,business_expansion,retail,no,high_school,southeast,0,0.06963240951076427,20.34037572341698,20656.648178882184,Average,0.03,🟢 Low Risk (Auto-Approve)
3645,29564.398624217083,631.4064021699564,8263.540613859223,7.643935662701638,7,1,0.2507570390912998,4548.060102953069,business_expansion,manufacturing,no,high_school,southwest,0,0.279509849630099,6.60452023965409,7796.67446220526,Subprime,0.09,🟢 Low Risk (Auto-Approve)
3646,32901.40557504589,746.8074189363541,28828.88736472053,2.7431570216832544,12,2,0.3804912057999713,14370.078545495542,business_expansion,services,no,bachelors,southeast,0,0.8762205401518115,5.981533049276534,14370.078545495542,Average,0.26,🟡 Medium Risk (Manual Review)
